Sample ID,Island,Latitude (degrees N),Longitude (degrees E),Rock name,Al2O3 (percent),Cr (ppm),Rb (ppm)
s_AN17 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240],12.49,376.00,36.70
s_32175 [520],TRISTAN DA CUNHA GROUP / INACCESSIBLE,-37.32,-12.73,"BASALT, ALKALINE [520]",13.91,376.00,59.00
s_9491 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.77,-16.90,BASALT [4593],14.99,378.00,1.00
s_KK142 [4593],ICELAND / ICELAND / KRAFLA,65.67,-16.80,"BASALT [4593] / THOLEIITE, OLIVINE [1105]",14.83,378.00,2.00
s_UB-19 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.40,-155.27,NOT GIVEN [10565],13.51,378.00,5.87
s_ET88 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / EL TABLERO FORMATION,28.00,-15.60,NEPHELINITE [947],9.98,378.00,6.66
s_BY96-38 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,BASALT [5177],13.84,378.00,9.20
s_25-APR-94 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],13.27,379.00,8.10
s_SF-13 [606],GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.50,"BASALT [606] / BASALT, TRANSITIONAL [605] / BASALT, ALKALINE [607]",15.60,379.00,8.60
s_N17 [651],CAPE VERDE ISLANDS / SAO ANTAO,17.00,-25.00,BASALT [651],12.60,379.00,20.00
s_AN18 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240],12.46,379.00,48.70
s_08DSG42 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.28,-90.59,BASALT [20505],16.69,380.00,0.71
s_MR95-05 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.28,57.77,"BASALT, ALKALINE [7412]",15.69,380.00,4.00
s_13-FEB-99 [12150],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [12150],13.37,380.00,7.30
s_AG99-125 [7525],KERGUELEN / KERGUELEN ARCHIPELAGO,-49.35,69.89,"BASALT, TRANSITIONAL [7525]",12.53,380.00,11.10
s_M-82 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / YOUNG SERIES,-20.33,57.50,BASALT [7878],14.43,380.00,12.10
s_115 [216] / s_KAH 115 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.50,-156.67,"BASALT, ALKALINE [216]",14.16,380.00,14.00
s_ES15-59 [24087],GALAPAGOS ISLANDS / ESPANOLA (HOOD),-1.38,-89.69,BASALT [24087],15.49,380.32,7.20
s_R56-1.0-1.5 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],13.04,381.00,6.30
s_M17 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.4057,57.52,NOT GIVEN [15682],14.45,381.00,7.30
s_69NII-5 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],15.34,381.00,7.30
s_305 [13086],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.69,BASALT [13086],13.34,381.00,29.00
s_ST72 [1238],CAMEROON LINE / SAO TOME,0.42,6.58,BASANITE [1238] / BASALT [8037],14.06,381.00,46.00
s_114881 [14545],CAPE VERDE ISLANDS / SANTIAGO / COMPLEXO ANTIGO,15.00,-23.70,NOT GIVEN [14545],13.61,381.00,49.00
s_115-097 [5653],CAPE VERDE ISLANDS / SAO VICENTE / INTERMEDIATE VOLCANICS,14.90,-24.30,NEPHELINITE [5653],11.27,381.90,37.80
s_B6-2 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.04,57.58,NOT GIVEN [15682],14.19,382.00,6.20
s_OW-217 [14135],HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER,21.47,-158.14,"BASALT, THOLEIITIC [14135] / NOT GIVEN [18767]",13.97,382.00,14.00
s_KOS 13-11 [21069],CAROLINE ISLANDS / KOSRAE,5.29,162.98,BASALT [21069],12.38,382.00,45.80
s_TH39 [16348] / s_TH39-TE32 [24718],MARQUESAS / TAHUATA / VAITAHU / SHIELD STAGE,-9.98,-139.13,"THOLEIITE, OLIVINE [16348] / THOLEIITE [24718]",12.70,382.61,32.46
s_408774 [14498],ICELAND / ICELAND,64.77,-21.53,NOT GIVEN [14498],14.76,383.00,10.60
s_LAN5 [1499],CANARY ISLANDS / LANZAROTE / DEL FUEGO,29.00,-13.60,BASALT [1499],13.43,383.00,15.00
s_70NII-28 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],14.93,384.00,1.60
samp. 121585,"EYSTAROY, TJORNUVIK",,,BASALT,14.63,384,1.9
s_ML-45 [153],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / NORTHEAST RIFT ZONE / SHIELD STAGE,19.50,-155.50,"THOLEIITE [153] / BASALT, THOLEIITIC [17258]",13.26,384.00,5.30
s_RPA-0717266 [815] / s_RPA-71 [6901] / s_RPA71 [15598] / s_RPA 71 [12898],AUSTRAL-COOK ISLANDS / RAPA,-27.58,-144.33,"BASALT, ALKALINE [815] / BASALT [6901]",11.78,384.00,24.00
ATT152,Aitutaki,-18.93,-159.76,,11.45,384.79,45.80
s_02AKA-5 [14053],HAWAIIAN ISLANDS / HAWAII / KOHALA / POST-SHIELD STAGE,20.05,-155.83,BASALT [14053],13.06,385.00,9.10
s_LAN2 [1499],CANARY ISLANDS / LANZAROTE / RAJADA,29.00,-13.60,BASALT [1499],13.29,385.00,16.00
s_237 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.70,"BASALT, ALKALINE [481]",14.06,385.00,16.00
s_02AHU-6 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.55,-155.94,BASALT [14053],13.49,385.00,21.60
s_Q1433 [947],CANARY ISLANDS / GRAN CANARIA / REJUVENATED STAGE,28.00,-15.60,BASANITE [947],11.90,385.00,29.38
s_J2-18-12 [9393],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.46,-155.97,THOLEIITE [9393],13.29,386.00,5.60
s_K61-22 [6674] / s_K-61-22 [222],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,19.50,-154.83,THOLEIITE [6674] / BASALT [222],13.33,386.00,10.80
s_LAN7 [1499],CANARY ISLANDS / LANZAROTE / COLORADA,29.20,-13.50,BASALT [1499],13.34,386.00,13.00
s_LAN1 [1499],CANARY ISLANDS / LANZAROTE / RAJADA,29.00,-13.60,BASALT [1499],13.20,386.00,17.00
s_TF68 [1501],CANARY ISLANDS / TENERIFE,28.30,-16.83,BASALT [1501],13.88,387.00,22.00
s_M15 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.4517,57.48,NOT GIVEN [15682],14.41,387.30,7.30
s_MD-5 [3348],MADEIRA ARCHIPELAGO / MADEIRA / LATE RIFT PHASE,32.75,-16.94,BASALT [3348],13.84,388.00,24.50
s_27-OCT-99 [12150],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [12150],13.02,389.00,6.90
s_U13 F [6967] / s_U 13 F [9925] / s_U13F [15259],SAMOAN ISLANDS / UPOLU / FAGALOA SERIES,-13.85,-171.66,BASALT [6967],13.98,389.00,23.80
s_MR95-17 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.00,57.57,"BASALT, ALKALINE [7412]",14.91,390.00,9.00
s_EL8 [6665],CANARY ISLANDS / LANZAROTE,29.01,-13.68,THOLEIITE [6665] / BASANITE [15508],13.47,391.00,11.00
s_J-42 [4868],SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE,31.00,-16.00,BASANITE [4868],12.75,391.00,24.40
s_17-5 [1182],MARQUESAS / FATU HIVA,-10.53,-138.81,"BASALT, ALKALINE, OLIVINE [1182]",12.25,391.00,30.00
s_GCR-48 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,28.14,-15.60,FOIDITE [14732],10.16,391.49,18.94
s_9322 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / ASBYRGI FLOW,65.92,-17.07,"BASALT [4593] / THOLEIITE, OLIVINE [6174]",14.77,392.00,2.36
s_LG50 [9586],CANARY ISLANDS / LA GOMERA,28.13,-17.15,BASALT [9586],13.50,392.00,27.00
s_GCR-X7 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,27.94,-15.54,TEPHRITE [14732],11.45,393.52,11.60
s_70NII-21 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],14.31,394.00,8.20
s_M12 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.34,57.37,NOT GIVEN [15682],13.54,394.10,20.80
s_B18-9 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.2072,57.56,NOT GIVEN [15682],14.52,394.50,8.60
s_GCR-24 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,28.09,-15.68,FOIDITE [14732],9.52,394.90,10.80
s_LAN6 [1499],CANARY ISLANDS / LANZAROTE / LAS NUECES,29.00,-13.60,BASALT [1499],13.18,395.00,15.00
s_HK-28 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.72,-156.20,BASANITE [20654],13.05,395.00,26.70
s_GCR-18 [14732],CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,27.90,-15.50,TEPHRITE [14732],10.04,395.63,11.84
RRT37,Rurutu,-22.42,-151.33,,13.75,395.94,11.48
s_297-04 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.52,-159.87,THOLEIITE [19624],13.11,396.00,6.10
s_AN4 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240],12.48,396.00,41.20
s_B18-5 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.21,57.56,NOT GIVEN [15682],14.17,396.60,23.60
"s_121-758A-69R-3,53-57 [998] / s_121-758A-69R-3,53-57 (F17) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758,5.384,90.361,BASALT [998],13.97,397,0.7
s_GMD68 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135.00,THOLEIITE [19648],15.66,397.00,3.29
s_M-84 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / YOUNG SERIES,-20.33,57.50,BASALT [7878],14.48,397.00,4.05
s_M-63 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / YOUNG SERIES,-20.33,57.50,BASALT [7878],13.93,397.00,7.95
s_GCR-39 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,27.93,-15.48,BASALT [14732],11.18,397.23,21.89
s_70NII-18 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],14.55,398.00,12.10
s_ET106 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / EL TABLERO FORMATION,28.00,-15.60,BASANITE [947],10.32,398.00,35.00
RRT42,Rurutu,-22.42,-151.33,,13.78,398.39,11.12
s_9330 [4010],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / STORAVITI FLOW,65.82,-16.90,BASALT [4010] / PICRITE [6174] / NOT GIVEN [4016],15.39,399.00,1.62
s_VE43 [1815],ICELAND / VESTMANNAEYJAR ISLANDS - BRANDUR,63.40,-20.25,"BASALT, ALKALINE, OLIVINE [1815] / BASALT, ALKALINE [1409]",15.55,399.00,7.60
s_ET2 [6665],CANARY ISLANDS / TENERIFE / RECENT SERIES,28.44,-16.77,NOT GIVEN [6665],13.60,399.00,32.00
s_B-33 [7878] / s_B33 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878] / BASANITE [8382] / NEPHELINITE [1337],12.29,400.00,11.70
s_MA-23 [3348] / s_MA 23 [15508],MADEIRA ARCHIPELAGO / MADEIRA / SHIELD STAGE,32.74,-17.03,"BASALT, ALKALINE [3348] / NOT GIVEN [15508]",14.42,400.00,20.50
s_SMB-3 [697],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.80,-25.50,"BASALT, ALKALINE [697]",13.08,400.00,56.70
s_FA0805 [23491],AZORES / FAIAL,38.59,-24.34,BASALT [23491],14.86,400.39,13.88
s_SM0812 [23491],AZORES / SAO MIGUEL,37.80,-25.65,BASALT [23491],13.30,400.63,31.69
s_J-36 [4868],SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE,31.00,-16.00,BASANITE [4868],12.63,401.00,9.80
s_R12 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE / NEZ-DE-BOEUF SERIES,-21.18,55.63,BASALT [1230],14.17,401.00,20.40
s_AG99-122 [7525],KERGUELEN / KERGUELEN ARCHIPELAGO,-49.35,69.89,"BASALT, TRANSITIONAL [7525]",14.05,401.00,20.90
s_111822 [8504],CAPE VERDE ISLANDS / SAO ANTAO / OLDER VOLCANICS (SAO ANTAO),17.00,-25.00,BASANITE [8504],12.62,401.00,28.00
s_R395-1.00 [2] / s_R395 [1],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SHIELD STAGE,19.74,-155.05,THOLEIITE [2],12.58,402.00,3.85
s_B18 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,"BASALT, ALKALINE [8382] / BASALT, ALKALINE, OLIVINE [1337]",14.10,402.00,11.00
s_190 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.70,"BASALT, ALKALINE [481]",14.20,402.00,19.00
s_HK-26 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.73,-156.17,BASANITE [20654],12.90,402.00,26.30
s_SJ11 [13521],AZORES / SAO JORGE / ROSAIS FORMATION,38.72,-28.24,BASALT [13521],13.64,403.00,17.00
s_5436 [1176] / s_5436-TE48 [24718],AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA,-23.39,-149.47,"BASALT, ALKALINE [1176]",11.63,403.75,26.00
s_T326-R8 [13316],HAWAIIAN ISLANDS / OAHU / WAIANAE,21.39,-158.47,THOLEIITE [13316],13.42,404.00,7.70
s_OL29 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / SHIELD STAGE / WAILUKU SERIES,20.84,-156.59,THOLEIITE [7196],12.41,404.00,10.61
s_T321-R6 [19774],HAWAIIAN ISLANDS / NIIHAU / POST-SHIELD STAGE,21.95,-160.35,NOT GIVEN [19774],14.24,404.00,14.60
s_BY96-24 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,BASALT [5177],15.23,404.00,15.70
s_P-2-1 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],12.08,404.00,19.84
s_SP8 [696],AZORES / SAO MIGUEL / AGUA DE PAO,37.80,-25.50,"BASALT, ALKALINE [696] / NOT GIVEN [18632]",13.49,404.00,59.00
s_76KUK-1 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / MAKAWELI FORMATION,22.06,-159.64,NOT GIVEN [19774],13.47,405.00,7.30
s_LAN8 [1499],CANARY ISLANDS / LANZAROTE / COLORADA,29.20,-13.50,BASALT [1499],13.24,405.00,14.00
s_FA0803 [23491],AZORES / FAIAL,38.58,-28.76,BASALT [23491],14.51,405.85,13.59
s_G192-1 [10282],GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE),-0.74,-90.29,"BASALT [10282] / BASALT, ALKALINE [1497]",16.13,406.00,2.25
s_116508 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.55,-17.82,BASANITE [8459],13.44,406.00,39.70
s_UPO-9 [452],SAMOAN ISLANDS / UPOLU / POST-EROSIONAL STAGE / FAGALOA SERIES,-14.00,-171.50,BASANITE [452],11.80,406.00,46.00
s_22-1 [1182],MARQUESAS / UA POU,-9.42,-140.00,TEPHRITE [1182],12.92,406.00,55.00
s_IA1709 [14919],ICELAND / ICELAND / ASKJA,65.08,-16.37,BASALT [14919],16.33,407.00,1.35
samp. 121507,KLAKSVIK,,,BASALT,15.32,407,4.3
s_LAN3 [1499],CANARY ISLANDS / LANZAROTE / DEL FUEGO,29.00,-13.60,BASALT [1499],13.19,407.00,16.00
s_9333 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / BONDHOLSHRAUN FLOW,65.80,-16.97,BASALT [4593] / PICRITE [6174] / NOT GIVEN [4016],15.15,408.00,1.50
s_9363 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.77,-16.92,BASALT [4593],14.48,408.00,4.00
s_70NII-8 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],15.24,408.00,5.90
s_M-23 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878],13.59,408.00,7.15
s_HK-22 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.72,-156.15,BASANITE [20654],12.65,408.00,23.00
s_A169 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.50,"BASALT, SUBALKALINE [8382]",13.03,408.00,34.00
s_JMDD LP 07 [15056],CANARY ISLANDS / LA PALMA / TABURIENTE / SHIELD STAGE / LOWER TABURIENTE SERIES,28.60,-17.90,ANKARAMITE [15056],11.62,408.70,35.97
s_9306 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / BORGARHRAUN FLOW,65.80,-16.97,BASALT [4593] / PICRITE [6174] / NOT GIVEN [4016],15.84,409.00,1.07
s_HM68-15 [229],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.40,-155.27,THOLEIITE [229] / BASALT [180] / NOT GIVEN [19262],13.61,409.00,9.10
s_TBA-B-3 [2662] / s_TBA B3 [12898],AUSTRAL-COOK ISLANDS / TUBUAI,-23.38,-149.45,BASALT [2662],11.98,409.00,20.80
s_QC21 [947],CANARY ISLANDS / GRAN CANARIA / REJUVENATED STAGE,28.00,-15.60,NEPHELINITE [947],10.29,410.00,35.00
RPA14,Rapa,-27.63,-144.34,,12.23,410.81,24.73
s_K-22 [3348],MADEIRA ARCHIPELAGO / DESERTAS ISLANDS / CHAO,32.58,-16.54,"BASALT, ALKALINE [3348]",14.40,411.00,7.70
s_P-2-2 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],12.15,411.00,22.50
s_U41 F [6967],SAMOAN ISLANDS / UPOLU / FAGALOA SERIES,-13.86,-171.64,BASALT [6967],13.87,411.00,23.80
s_RN1249 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28.00,-15.60,"BASALT, ALKALINE [947] / BASALT [851]",11.85,411.00,33.00
s_Q12 [9565],ICELAND / ICELAND / HRIMALDA,64.83,-17.04,"BASALT, THOLEIITIC [9565]",15.43,412.00,1.90
s_BY96-90 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.14,412.00,7.90
s_DGR-2 [3348],MADEIRA ARCHIPELAGO / DESERTAS ISLANDS / DESERTA GRANDE,32.51,-16.51,"BASALT, ALKALINE [3348]",13.48,412.00,18.20
samp. 121542,VILLINGEDALSFJALL,,,BASALT,14.78,413,2.1
s_LAN4 [1499],CANARY ISLANDS / LANZAROTE / DEL FUEGO,29.00,-13.60,BASALT [1499],13.18,413.00,15.00
s_LK3 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.37,-157.81,NOT GIVEN [11395],14.17,414.00,2.56
s_75NII-61  [19774],HAWAIIAN ISLANDS / NIIHAU / SHIELD STAGE / PANIAU UNIT,21.87,-160.15,NOT GIVEN [19774],14.38,414.00,3.68
s_OX-121 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],15.16,414.00,4.10
s_M-25 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878],14.27,414.00,5.27
s_ML-46 [153],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / NORTHEAST RIFT ZONE / SHIELD STAGE,19.50,-155.50,"THOLEIITE [153] / BASALT, THOLEIITIC [17258]",13.30,414.00,6.70
s_ETB45 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / EL TABLERO FORMATION,28.00,-15.60,NEPHELINITE [947],9.67,414.00,27.25
s_M-18 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.50,BASALT [7878],13.92,414.00,35.40
s_B-21 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878],13.48,415.00,12.80
s_S11 [6967],SAMOAN ISLANDS / SAVAI^I,-13.48,-172.38,BASALT [6967] / NOT GIVEN [19195],13.27,415.00,34.70
s_H-9 [20845] / s_H9 [15719],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES,19.50,-155.70,THOLEIITE [20845] / BASALT [41] / NOT GIVEN [15719],13.72,416.00,7.04
s_75WAM-3 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / MAKAWELI FORMATION,21.97,-159.66,NOT GIVEN [19774],13.05,416.00,8.90
s_75KOL-1 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.91,-159.53,NOT GIVEN [19774],12.80,416.00,18.30
s_UPO-7A [452],SAMOAN ISLANDS / UPOLU / POST-EROSIONAL STAGE,-14.00,-171.50,BASANITE [452] / NOT GIVEN [19195],11.10,416.00,44.00
s_09.FEB.02 [12150],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [12150],13.11,417.00,6.60
s_EL3 [6665],CANARY ISLANDS / LANZAROTE,29.02,-13.72,THOLEIITE [6665] / NOT GIVEN [15508],13.20,417.00,11.00
s_358 [13086] / s_121-358 [14545],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.16,-23.62,BASANITE [13086],13.83,417.00,41.00
s_R-6 [452],AUSTRAL-COOK ISLANDS / RAROTONGA,-21.21,-159.82,"ANKARAMITE [452] / BASALT, ALKALINE [814]",12.10,417.00,56.90
s_C-09-06 [16341],AZORES / CORVO / PRE-CALDERA STAGE,39.68,-31.10,"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",13.79,417.90,28.90
s_502 [9565],ICELAND / ICELAND,65.00,-19.58,"THOLEIITE, OLIVINE [9565]",14.61,418.00,1.20
s_19.FEB.00 [12150],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [12150],12.87,418.00,6.70
s_EL5 [6665],CANARY ISLANDS / LANZAROTE,29.03,-13.74,"BASALT, ALKALINE [6665] / NOT GIVEN [15508]",13.28,418.00,12.00
s_TF88 [1501],CANARY ISLANDS / TENERIFE,28.30,-16.60,BASALT [1501],12.99,418.00,27.00
ATU133,Atiu,-19.98,-158.10,,9.47,418.24,27.41
s_I467 [18177],ICELAND / ICELAND / ÷RAEFAJ÷KULL,63.91,-16.59,BASALT [18177],14.51,419.00,2.05
s_M-79 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / YOUNG SERIES,-20.33,57.50,BASALT [7878],15.27,419.00,9.47
s_MA-160 [3348],MADEIRA ARCHIPELAGO / MADEIRA / SHIELD STAGE,32.73,-17.20,BASALT [3348] / NOT GIVEN [15508],13.62,419.00,15.90
s_M-20 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878],13.16,419.00,21.00
s_GCR-34 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,28.07,-15.45,BASALT [14732],9.88,419.21,26.28
s_FL-09-32 [16341],AZORES / FLORES / UPPER VOLCANIC COMPLEX,39.46,-31.26,TRACHYBASALT [16341] / NOT GIVEN [19965],15.30,419.29,28.99
samp. 121536,VILLINGEDALSFJALL,,,BASALT,15.31,420,2.1
s_70NII-11 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,21.83,-160.18,BASALT [12504],15.25,420.00,5.50
s_EL17 [6665],CANARY ISLANDS / LANZAROTE / CORONA/LOS HELECHOS,29.18,-13.45,"NOT GIVEN [6665] / BASALT, ALKALINE [1211]",13.13,420.00,12.00
s_B10 [24464],CAMEROON LINE / BIOKO,3.40,8.70,BASALT [24464],13.09,420.00,14.00
s_B-19 [7878] / s_B19 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,"BASALT [7878] / BASALT, ALKALINE [8382]",13.74,420.00,16.70
s_75KOL-2 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.95,-159.36,NOT GIVEN [19774],12.90,420.00,19.30
s_RP12 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.60,BASALT [1230],13.83,420.00,20.40
s_HK-21 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.71,-156.18,BASANITE [20654],12.39,420.00,23.50
s_J-8A [4868],SELVAGEN ISLANDS / SELVAGEN GRANDE / GRANDE,31.00,-16.00,BASANITE [4868],13.28,421.00,16.60
